fichier,feuille,rang,chaine,abonnes,date,entite,titre,verdict,commentaire
A_VERIFIER.xlsx,a verifier,71,FlorianOnAir,734000,2021-05-14,CIFOG,Un VRAI MENU de RESTO à moins de 10 euros? - On teste! - VLOG 1157,hors sujet,
A_VERIFIER.xlsx,a verifier,72,FlorianOnAir,734000,2021-05-23,INTERBEV,Ce TAUREAU me fait FLIPPER ! J'aide un éleveur de BOVINS !,collaboration remuneree,"lien vers un site de lobby, très probable collaboration commerciale. Est-ce que ton outil repère aussi les URL?"
A_VERIFIER.xlsx,a verifier,73,FlorianOnAir,734000,2021-05-24,INTERBEV,Je vis la vie d'un ELEVEUR d'OVINS !,collaboration remuneree,idem
A_VERIFIER.xlsx,a verifier,74,FlorianOnAir,734000,2021-05-25,INTERBEV,J'achète des VACHES avec un COMMERÇANT en BESTIAUX!,collaboration remuneree,idem
A_VERIFIER.xlsx,a verifier,75,FlorianOnAir,734000,2021-05-26,INTERBEV,Il a créé 1000 emplois dans sa région - Je découvre un atelier de découpe!,collaboration remuneree,idem
A_VERIFIER.xlsx,a verifier,76,FlorianOnAir,734000,2021-05-27,INTERBEV,On m'embauche dans une BOUCHERIE... et je KIFFE !,collaboration remuneree,idem
A_VERIFIER.xlsx,a verifier,77,FlorianOnAir,734000,2021-05-28,INTERBEV,Je fais des PÂTES BOLOGNAISE pour les élèves d'un lycée ! Vont-ils aimer?,collaboration remuneree,idem
A_VERIFIER.xlsx,a verifier,78,FlorianOnAir,734000,2021-06-21,CIFOG,BURGERS 100% LOCAUX et PLAT du TERROIR en SARTHE : tout ce que j'aime ! - VLOG 1170,hors sujet,
A_VERIFIER.xlsx,a verifier,79,FlorianOnAir,734000,2021-07-30,CIFOG,Je teste le CHAMPION de FRANCE de BURGER 2021 à Nîmes! - VLOG #1185,hors sujet,"Toujours troublé par ça: ""[La mention est au-dela de ce qui a ete enregistre. Ouvrir la video pour lire la description complete.]"""
A_VERIFIER.xlsx,a verifier,80,FlorianOnAir,734000,2021-08-02,CIFOG,Les MEILLEURES PÂTES XXL du Sud à Aigues-Mortes ? - VLOG 1186,hors sujet,
A_VERIFIER.xlsx,a verifier,81,FlorianOnAir,734000,2021-08-05,CIFOG,TAPAS de MALADE à NÎMES - FOOD TOUR de OUF! - VLOG 1187,hors sujet,
A_VERIFIER.xlsx,a verifier,82,FlorianOnAir,734000,2021-09-03,CIFOG,Ce RESTO est OUVERT 24h/24 et c'est une INSTITUTION à Paris - VLOG 1196,hors sujet,
A_VERIFIER.xlsx,a verifier,83,FlorianOnAir,734000,2021-12-13,CIFOG,Un MAX de FROMAGE pour la VRAIE TRUFFADE AUVERGNATE ! - VLOG 1240,hors sujet,
A_VERIFIER.xlsx,a verifier,84,FlorianOnAir,734000,2021-12-22,CIFOG,Le + GROS REPAS de 2021 de la BRIGADE ? MENU de LUXE! - VLOG 1244,hors sujet,
A_VERIFIER.xlsx,a verifier,85,FlorianOnAir,734000,2021-12-28,CIFOG,Les SECRETS de ce RISOTTO de CHEF : une PEPITE! (Risotto d'épeautre à la truffe) -  VLOG 1247,hors sujet,
A_VERIFIER.xlsx,a verifier,86,FlorianOnAir,734000,2022-04-08,CIFOG,NANTES : BURGER au CONFIT de CANARD + GYOZAS MAISON - Food tour - VLOG 1299,hors sujet,
A_VERIFIER.xlsx,a verifier,87,FlorianOnAir,734000,2022-05-02,CIFOG,Un CONCEPT de FAST FOOD GASTRONOMIQUE à 10 euros avec un célèbre critique gastro ? - VLOG 1308,hors sujet,
A_VERIFIER.xlsx,a verifier,88,FlorianOnAir,734000,2022-06-28,CIFOG,Je teste le VRAI POULET de BRESSE à la crème avec le Chef Georges Blanc VLOG 1327,hors sujet,
A_VERIFIER.xlsx,a verifier,89,FlorianOnAir,734000,2022-10-24,CIFOG,"On TESTE un RESTO avec un TOP CHEF : Blanquette, Confit de Canard, ... - VLOG 1359",hors sujet,
A_VERIFIER.xlsx,a verifier,90,FlorianOnAir,734000,2023-07-24,CIFOG,Sa réponse au BIG MAC de Mc DO à POITIERS : 100% artisanal ! VLOG 1454,hors sujet,
A_VERIFIER.xlsx,a verifier,91,FlorianOnAir,734000,2023-08-21,INTERBEV,Un FAST FOOD SOCIAL dans un ANCIEN MC DO à MARSEILLE ! Je teste ! VLOG 1457,hors sujet,
A_VERIFIER.xlsx,a verifier,92,FlorianOnAir,734000,2023-08-23,CIFOG,Je vais dans la VILLE où est née la POUTINE au QUÉBEC + j'en mange une au foie gras ! VLOG 1458,hors sujet,
A_VERIFIER.xlsx,a verifier,93,FlorianOnAir,734000,2023-09-10,CIFOG,"Foie gras, magret ... Tout pour regarder le rugby ! 😍🤩",hors sujet,
A_VERIFIER.xlsx,a verifier,94,FlorianOnAir,734000,2023-09-25,CIFOG,"Gros GUEULETON à LIMOGES : Foie gras poêlé, pâté de pommes de terre, ... et porcelaine ! VLOG 1471",hors sujet,
A_VERIFIER.xlsx,a verifier,95,FlorianOnAir,734000,2023-12-18,CIFOG,"Le FAST FOOD le + OUF d'ANNECY :Sandwichs à la Truffe, Bavette et Foie Gras ! VLOG 1503",hors sujet,
A_VERIFIER.xlsx,a verifier,96,FlorianOnAir,734000,2024-01-03,CIFOG,Focaccia/Beignet : Cette STREET FOOD INÉDITE vient de HONGRIE ! VLOG 1507,hors sujet,
A_VERIFIER.xlsx,a verifier,97,FlorianOnAir,734000,2025-02-19,CIFOG,Un VRAI GUEULETON dans ce BISTROT AUTHENTIQUE ! Les plats sont dingues ! VLOG 1619,hors sujet,
A_VERIFIER.xlsx,a verifier,98,FlorianOnAir,734000,2025-03-06,ANVOL,"Mars , c'est le mois de la Volaille Française !",collaboration remuneree,"Pas de description, mais la vidéo contient le logo du lobby 'la volaille française', très très probable collaboration commerciale"
A_VERIFIER.xlsx,a verifier,99,FlorianOnAir,734000,2025-08-01,CIFOG,🔥  FOLIE GASTRONOMIQUE : BRASERO & FOIE GRAS dans le Cantal et le Lot ! VLOG 1649,hors sujet,
A_VERIFIER.xlsx,a verifier,100,FlorianOnAir,734000,2025-10-18,CIFOG,ETCHEBEST : je goûte sa raviole au foie gras ! #topchef,hors sujet,
A_VERIFIER.xlsx,a verifier,101,FlorianOnAir,734000,2025-10-27,CIFOG,Le PLAT le + iNCROYABLE ? Ce CHEF réinvente les MACARONI !,hors sujet,
A_VERIFIER.xlsx,a verifier,102,FlorianOnAir,734000,2026-01-30,INTERBEV,CES 2 FAST-FOODS DU 93 JOUENT EN LIGUE DES CHAMPIONS !,hors sujet,
A_VERIFIER.xlsx,a verifier,103,FlorianOnAir,734000,2026-05-18,INTERBEV,LE KEBAB LE PLUS MAISON DE FRANCE ? 😳,hors sujet,
A_VERIFIER.xlsx,a verifier,104,FlorianOnAir,734000,2026-07-07,CIFOG,Ce RESTO QUÉBÉCOIS OSE une POUTINE XL Hors Norme! 😳,hors sujet,
A_VERIFIER.xlsx,a verifier,105,Bonne Pitance,349000,2023-09-21,CIFOG,Merlan de Boeuf ! Sauce foie gras ! Partie 2 #recette #foodlover #boeuf #steak #foiegras #food,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,106,Bonne Pitance,349000,2023-09-21,CIFOG,Merlan de Boeuf ! Sauce foie gras ! Partie 1 #recette #foodlover #boeuf #steak #foiegras #food,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,107,Bonne Pitance,349000,2023-12-20,CIFOG,La recette de Foie Gras de Tonton Pitance ! #food #recette #foiegras #cuisine #foodie #foodlover,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,108,Bonne Pitance,349000,2024-03-01,INTERBEV,Épisode 23 : Coq au Vin Jaune ! Partie 2 #food #recette #cuisine #viande #france #foodie,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,109,Bonne Pitance,349000,2024-03-01,INTERBEV,Épisode 23 : Coq au Vin Jaune ! Partie 1 #food #recette #cuisine #viande #france #foodie,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,110,Bonne Pitance,349000,2024-07-12,CIFOG,Le Foie Gras ! Même l'été ! Partie 2,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,111,Bonne Pitance,349000,2024-07-12,CIFOG,Le Foie Gras ! Même l'été ! Partie 1,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,112,Bonne Pitance,349000,2024-11-25,CIFOG,Foie Gras Fumé ?,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,113,Bonne Pitance,349000,2024-12-23,CIFOG,"Rôti de Chapon, Foie Gras/Marrons !",hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,114,Bonne Pitance,349000,2025-12-05,CIFOG,Terrine de Foie Gras Préssée !,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,115,Xavier Pincemin,245000,2022-12-22,CIFOG,#1àZ : MA RECETTE DE FOIE GRAS EXPRESS,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,116,Xavier Pincemin,245000,2023-12-07,CIFOG,MA RECETTE DE NOËL - LE FOIE GRAS POÊLÉ,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,117,Xavier Pincemin,245000,2023-12-25,CIFOG,TON FOIE GRAS POUR NOËL,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,118,Xavier Pincemin,245000,2024-12-12,CIFOG,Ma recette inratable du Foie Gras Poêlé !,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,119,Xavier Pincemin,245000,2024-12-24,CIFOG,La sauce qui va mettre tout le monde d'accord !,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,120,Xavier Pincemin,245000,2025-01-12,CIFOG,Je fais la purée de Joël Robuchon sur le tournage d'High & Fines Herbes !,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,121,Xavier Pincemin,245000,2025-12-28,CIFOG,Notre record de Foie Gras maison !! 🦆👨‍🍳,hors sujet,ce ne sont que des vidéo de recette sans collaboration commerciale
A_VERIFIER.xlsx,a verifier,122,C'est meilleur quand c'est bon,233000,2020-12-27,CIFOG,Recette du foie gras au pain d’épices,hors sujet,
A_VERIFIER.xlsx,a verifier,123,C'est meilleur quand c'est bon,233000,2023-10-27,CIFOG,Un bouchon traditionnel comme on les aime,hors sujet,
A_VERIFIER.xlsx,a verifier,124,C'est meilleur quand c'est bon,233000,2023-11-28,CIFOG,Coffrets cadeaux du concours avec les Boucheries Nivernaises,hors sujet,
A_VERIFIER.xlsx,a verifier,125,C'est meilleur quand c'est bon,233000,2024-02-02,CIFOG,Le meilleur de la cuisine gasconne à Paris,hors sujet,
A_VERIFIER.xlsx,a verifier,126,C'est meilleur quand c'est bon,233000,2025-02-07,INTERBEV,Burgers au boeuf d'Aubrac,hors sujet,
A_VERIFIER.xlsx,a verifier,127,C'est meilleur quand c'est bon,233000,2025-04-03,CIFOG,Quels sont nos 100 produits préférés ?,hors sujet,
A_VERIFIER.xlsx,a verifier,128,C'est meilleur quand c'est bon,233000,2025-05-09,CIFOG,Cuisson au feu de bois en Haute-Garonne,hors sujet,
A_VERIFIER.xlsx,a verifier,129,C'est meilleur quand c'est bon,233000,2025-05-30,INTERBEV,Une boucherie bar discothèque,hors sujet,
A_VERIFIER.xlsx,a verifier,130,C'est meilleur quand c'est bon,233000,2025-12-16,CIFOG,"Pintade farcie aux marrons et foie gras, rôtie aux échalotes confites",hors sujet,
A_VERIFIER.xlsx,a verifier,131,C'est meilleur quand c'est bon,233000,2026-07-17,CIFOG,Sondage 😋 !,hors sujet,
A_VERIFIER.xlsx,a verifier,132,LeStream,206000,2023-05-29,INAPORC,RENCONTRE AVEC SOPHIE,je ne sais pas,"Il y a le logo du lobby 'le porc français', mais je ne sais pas comment savoir s'il y a une collaboration commerciale. Mais vu le nombre de vues, je ne sais pas si c'est important"
A_VERIFIER.xlsx,a verifier,133,Diego Alary,169000,2025-12-13,CIFOG,Foie gras à la truffe pour les fêtes✨👌🏼,hors sujet,
A_VERIFIER.xlsx,a verifier,134,CuisineAZ.com,156000,2020-12-09,CIFOG,Comment présenter le foie gras ?,hors sujet,
A_VERIFIER.xlsx,a verifier,135,CuisineAZ.com,156000,2021-12-21,CIFOG,Sauce au foie gras,hors sujet,
A_VERIFIER.xlsx,a verifier,136,CuisineAZ.com,156000,2024-07-06,CIFOG,Tournedos rossini,hors sujet,
A_VERIFIER.xlsx,a verifier,137,CuisineAZ.com,156000,2024-12-15,CIFOG,Foie gras fait maison,hors sujet,
A_VERIFIER.xlsx,a verifier,138,CuisineAZ.com,156000,2024-12-16,CIFOG,Filet de bœuf en croûte au foie gras,hors sujet,
A_VERIFIER.xlsx,a verifier,139,CuisineAZ.com,156000,2025-12-03,CIFOG,Comment accompagner le foie gras en entrée ?,hors sujet,
A_VERIFIER.xlsx,a verifier,140,Check,122000,2018-11-20,CLIPP,"Gaëlle Garcia Diaz, Alkpote, JeanJass, Joeystarr & Cara St-Germain sur le tournage de ""Natasha""",hors sujet,
A_VERIFIER.xlsx,a verifier,141,Check,122000,2018-11-29,CLIPP,Youv Dee feat L'Ordre du Périph - Tout se paye #CheckMusic,hors sujet,vidéo de musique
A_VERIFIER.xlsx,a verifier,142,Check,122000,2019-02-08,CNIEL,Gaëlle Garcia Diaz & Alkpote #CheckFood,collaboration remuneree,"""Une collaboration exclusive avec Les Produits Laitiers (nos amis pour la vie), présentée par Gaëlle Garcia Diaz."""
A_VERIFIER.xlsx,a verifier,143,Check,122000,2019-03-07,CNIEL,Gaëlle Garcia Diaz & KIKESA #CheckFood,collaboration remuneree,"""Toujours en collaboration avec nos amis pour la vie, les Produits Laitiers"""
A_VERIFIER.xlsx,a verifier,144,Check,122000,2019-03-28,CNIEL,Alkpote & Jok'air #CheckFood,collaboration remuneree,"""En partenariat avec les Produits Laitiers (nos amis pour la vie)."""
A_VERIFIER.xlsx,a verifier,145,Check,122000,2019-09-20,CNIEL,Alkpote & Roi Heenok #CheckFood,collaboration remuneree,"""En partenariat avec les Produits Laitiers (nos amis pour la vie)."""
A_VERIFIER.xlsx,a verifier,146,Check,122000,2019-11-15,CNIEL,Alkpote & Philippe Katerine #CheckFood,collaboration remuneree,"""En partenariat avec les Produits Laitiers (nos amis pour la vie)."""
A_VERIFIER.xlsx,a verifier,147,Check,122000,2019-12-25,CNIEL,"Alkpote, Caballero & JeanJass, Seb et Mehdi Maïzi + guests #CheckFood",collaboration remuneree,"""Partenaire: Les Produits Laitiers"""
A_VERIFIER.xlsx,a verifier,148,Check,122000,2020-03-11,CNIEL,Mister V et le MQEEBD #CheckFood,collaboration remuneree,"""Partenaire: Les Produits Laitiers"""
A_VERIFIER.xlsx,a verifier,149,Check,122000,2020-10-22,CNIEL,"KIKESA, Seth Gueko, 47Ter, Matou, P.Prod & Haristone #CheckFood",collaboration remuneree,Toujours en partenariat avec nos amis pour la vie: Les Produits Laitiers 🧀❤️
A_VERIFIER.xlsx,a verifier,150,Check,122000,2020-10-25,CLIPP,"Lujipeka en solo contre les zombies (making-of de ""Putain d'époque"")",hors sujet,vidéo de musique
A_VERIFIER.xlsx,a verifier,151,Check,122000,2020-11-08,CNIEL,"Medine, Youssoupha, Lino, Oxmo Puccino, Rémy et Pirate #CheckFood",collaboration remuneree,Toujours en partenariat avec nos amis pour la vie: Les Produits Laitiers 🧀❤️
A_VERIFIER.xlsx,a verifier,152,Check,122000,2021-01-31,CLIPP,Todiefor et le retour d'Alkpote à Bruxelles,hors sujet,vidéo de musique
A_VERIFIER.xlsx,a verifier,153,Check,122000,2021-02-27,CNIEL,"Gazo, Tiakola, Landy & le BSB Gang #CheckFood​",collaboration remuneree,Toujours en partenariat avec nos amis pour la vie: Les Produits Laitiers 🧀❤️
A_VERIFIER.xlsx,a verifier,154,Check,122000,2021-04-21,CNIEL,"S.Pri Noir, Mister V, Still Fresh et le Chef Pincemin #CheckFood",collaboration remuneree,Toujours en partenariat avec nos amis pour la vie: Les Produits Laitiers 🧀❤️
A_VERIFIER.xlsx,a verifier,155,Check,122000,2021-09-19,CNIEL,"Sam’s, Jean-Pascal Zadi, Hakim Jemili & Friends #CheckFood",collaboration remuneree,Toujours en partenariat avec nos amis pour la vie: Les Produits Laitiers 🧀❤️
A_VERIFIER.xlsx,a verifier,156,Produits Laitiers,101000,2009-10-09,CNIEL,Paf paf paf le Loup,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,157,Produits Laitiers,101000,2010-07-12,CNIEL,Les enfants à la garderie de Solidays,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,158,Produits Laitiers,101000,2011-04-14,CNIEL,Les produits laitiers nos amis pour la vie - bouddha vache - 30 seconde,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,159,Produits Laitiers,101000,2011-05-13,CNIEL,Nos amis pour la vie - version 1 - 1981,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,160,Produits Laitiers,101000,2011-05-13,CNIEL,Nos amis pour la vie - version 2 - 1981,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,161,Produits Laitiers,101000,2011-05-13,CNIEL,Nos amis pour la vie - version 4 - 1981,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,162,Produits Laitiers,101000,2011-05-13,CNIEL,Nos amis pour la vie - version 3 - 1981,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,163,Produits Laitiers,101000,2011-05-16,CNIEL,"Les produits laitiers, des sensations pures - version sensualité - 1991",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,164,Produits Laitiers,101000,2011-05-16,CNIEL,"Les produits laitiers, des sentations pures - version fraîcheur - 1991",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,165,Produits Laitiers,101000,2011-05-16,CNIEL,"Les produits laitiers, des sensations pures - version force - 1991",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,166,Produits Laitiers,101000,2011-05-16,CNIEL,"Les produits laitiers, des sensations pures - version douceur - 1991",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,167,Produits Laitiers,101000,2011-06-29,CNIEL,Régénérez votre corps - 2004,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,168,Produits Laitiers,101000,2011-06-29,CNIEL,Pures sensations - version mer - 2003,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,169,Produits Laitiers,101000,2011-06-29,CNIEL,Pures sensations - version espace - 2003,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,170,Produits Laitiers,101000,2011-06-29,CNIEL,Pures sensations - version campagne - 2003,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,171,Produits Laitiers,101000,2011-06-29,CNIEL,Des sensations pures - la plongée - 1998,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,172,Produits Laitiers,101000,2011-06-29,CNIEL,Des sensations pures - la montagne - 1998,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,173,Produits Laitiers,101000,2011-06-29,CNIEL,Des sensations pures - le frigo - 1998,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,174,Produits Laitiers,101000,2011-06-29,CNIEL,"Les produits laitiers, des sensations pures - version ville - 1995",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,175,Produits Laitiers,101000,2011-06-29,CNIEL,"Les produits laitiers, des sensations pures - version musicien - 1995",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,176,Produits Laitiers,101000,2011-12-28,CNIEL,Fromage - Le Monstre - 30s,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,177,Produits Laitiers,101000,2012-01-25,CNIEL,Nouvelle pub - 3 produits laitiers par jour - 30s,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,178,Produits Laitiers,101000,2012-01-27,CNIEL,Nouvelle pub - 3 produits laitiers par jour - 20s,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,179,Produits Laitiers,101000,2012-10-03,CNIEL,Les produits laitiers sont nos amis pour la vie - publicité 2012,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,180,Produits Laitiers,101000,2013-01-25,CNIEL,Les Produits Laitiers sont nos amis pour la vie - Bouddha Vache  (HD - version longue),hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,181,Produits Laitiers,101000,2013-04-26,CNIEL,La filière laitière en France : la diversité des produits laitiers,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,182,Produits Laitiers,101000,2013-10-11,CNIEL,"Le lait, une force de la nature HD (Automne 2013)",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,183,Produits Laitiers,101000,2014-03-06,CNIEL,L'intolérance au lactose,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,184,Produits Laitiers,101000,2014-03-06,CNIEL,L'allergie aux protéines de lait,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,185,Produits Laitiers,101000,2015-02-21,CNIEL,Les Produits Laitiers : n'oublions pas le plaisir,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,186,Produits Laitiers,101000,2015-11-20,CNIEL,Les Produits Laitiers : n'oublions pas le plaisir,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,187,Produits Laitiers,101000,2016-02-27,CNIEL,N'oublions pas ceux qui font le lait,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,188,Produits Laitiers,101000,2016-09-07,CNIEL,N’oublions pas ceux qui font le lait,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,189,Produits Laitiers,101000,2017-09-28,CNIEL,Diffusion en direct de Produits Laitiers,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,190,Produits Laitiers,101000,2017-10-26,CNIEL,La Qualité du Lait,hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,191,Produits Laitiers,101000,2018-07-18,CNIEL,"50 fromages, beurres et crèmes AOP : la preuve de l'authenticité",hors sujet,c'est la chaîne du lobby lui-même. @LesProduitsLaitiers
A_VERIFIER.xlsx,a verifier,192,Produits Laitiers,101000,2018-11-23,CNIEL,Les Produits Laitiers sont nos amis pour la vie - Mister V,hors sujet,"c'est la chaîne du lobby lui-même. @LesProduitsLaitiers - même s'il s'agit d'une pub avec Mister V, un influenceur déjà identifié"
A_VERIFIER.xlsx,a verifier,193,Produits Laitiers,101000,2019-02-15,CNIEL,Teaser Pub TV Les Produits Laitiers x Mister V,hors sujet,"c'est la chaîne du lobby lui-même. @LesProduitsLaitiers - même s'il s'agit d'une pub avec Mister V, un influenceur déjà identifié"
A_VERIFIER.xlsx,a verifier,194,Produits Laitiers,101000,2019-03-06,CNIEL,PUB TV - LES PRODUITS LAITIERS x MISTER V,hors sujet,"c'est la chaîne du lobby lui-même. @LesProduitsLaitiers - même s'il s'agit d'une pub avec Mister V, un influenceur déjà identifié"
